"dep";"sexe";"jour";"hosp";"rea";"rad";"dc"
"70";"1";2020-08-03;163;0;163;51
"70";"2";2020-08-03;145;0;145;26
"71";"0";2020-08-03;784;1;784;201
"71";"1";2020-08-03;347;1;347;108
"71";"2";2020-08-03;435;0;435;93
"72";"0";2020-08-03;371;4;371;84
"72";"1";2020-08-03;180;2;180;47
"72";"2";2020-08-03;191;2;191;37
"73";"0";2020-08-03;420;0;420;73
"73";"1";2020-08-03;183;0;183;40
"73";"2";2020-08-03;237;0;237;33
"74";"0";2020-08-03;873;1;873;168
"74";"1";2020-08-03;467;1;467;111
"74";"2";2020-08-03;401;0;401;57
"75";"0";2020-08-03;6425;35;6425;1779
"75";"1";2020-08-03;3586;25;3586;1118
"75";"2";2020-08-03;2800;8;2800;654
"76";"0";2020-08-03;820;2;820;184
"76";"1";2020-08-03;397;1;397;109
"76";"2";2020-08-03;421;1;421;74
"77";"0";2020-08-03;2725;30;2725;705
"77";"1";2020-08-03;1498;21;1498;423
"77";"2";2020-08-03;1217;9;1217;282
"78";"0";2020-08-03;2332;21;2332;528
"78";"1";2020-08-03;1212;17;1212;317
"78";"2";2020-08-03;1113;4;1113;210
"79";"0";2020-08-03;68;0;68;22
"79";"1";2020-08-03;35;0;35;11
"79";"2";2020-08-03;33;0;33;11
"80";"0";2020-08-03;754;0;754;233
"80";"1";2020-08-03;361;0;361;138
"80";"2";2020-08-03;384;0;384;95
"81";"0";2020-08-03;123;1;123;23
"81";"1";2020-08-03;57;1;57;9
"81";"2";2020-08-03;66;0;66;14
"82";"0";2020-08-03;42;0;42;7
"82";"1";2020-08-03;23;0;23;7
"82";"2";2020-08-03;19;0;19;0
"83";"0";2020-08-03;1010;2;1010;140
"83";"1";2020-08-03;569;2;569;77
"83";"2";2020-08-03;439;0;439;62
"84";"0";2020-08-03;262;2;262;38
"84";"1";2020-08-03;136;1;136;27
"84";"2";2020-08-03;126;1;126;11
"85";"0";2020-08-03;267;0;267;42
"85";"1";2020-08-03;145;0;145;26
"85";"2";2020-08-03;121;0;121;16
"86";"0";2020-08-03;148;0;148;40
"86";"1";2020-08-03;80;0;80;23
"86";"2";2020-08-03;68;0;68;17
"87";"0";2020-08-03;133;0;133;25
"87";"1";2020-08-03;62;0;62;13
"87";"2";2020-08-03;70;0;70;12
"88";"0";2020-08-03;741;0;741;266
"88";"1";2020-08-03;368;0;368;154
"88";"2";2020-08-03;372;0;372;112
"89";"0";2020-08-03;389;3;389;94
"89";"1";2020-08-03;188;3;188;50
"89";"2";2020-08-03;200;0;200;43
"90";"0";2020-08-03;558;0;558;200
"90";"1";2020-08-03;302;0;302;112
"90";"2";2020-08-03;256;0;256;88
"91";"0";2020-08-03;2482;12;2482;538
"91";"1";2020-08-03;1321;9;1321;302
"91";"2";2020-08-03;1150;3;1150;233
"92";"0";2020-08-03;4560;37;4560;1093
"92";"1";2020-08-03;2475;30;2475;633
"92";"2";2020-08-03;2072;7;2072;457
"93";"0";2020-08-03;3933;22;3933;1012
"93";"1";2020-08-03;2138;15;2138;615
"93";"2";2020-08-03;1773;7;1773;393
"94";"0";2020-08-03;4451;13;4451;1211
"94";"1";2020-08-03;2290;8;2290;701
"94";"2";2020-08-03;2129;5;2129;497
"95";"0";2020-08-03;2697;4;2697;717
"95";"1";2020-08-03;1539;2;1539;447
"95";"2";2020-08-03;1151;2;1151;270
"971";"0";2020-08-03;85;0;85;17
"971";"1";2020-08-03;44;0;44;9
"971";"2";2020-08-03;41;0;41;8
"972";"0";2020-08-03;95;4;95;15
"972";"1";2020-08-03;52;3;52;11
"972";"2";2020-08-03;43;1;43;4
"973";"0";2020-08-03;1094;27;1094;41
"973";"1";2020-08-03;499;16;499;31
"973";"2";2020-08-03;594;10;594;10
"974";"0";2020-08-03;163;3;163;5
"974";"1";2020-08-03;87;2;87;2
"974";"2";2020-08-03;76;1;76;3
"976";"0";2020-08-03;424;1;424;28
"976";"1";2020-08-03;194;1;194;18
"976";"2";2020-08-03;225;0;225;10
"01";"0";2020-08-04;452;1;452;105
"01";"1";2020-08-04;229;1;229;61
"01";"2";2020-08-04;221;0;221;44
"02";"0";2020-08-04;1097;5;1097;280
"02";"1";2020-08-04;481;4;481;169
"02";"2";2020-08-04;614;1;614;109
"03";"0";2020-08-04;203;0;203;41
"03";"1";2020-08-04;85;0;85;22
"03";"2";2020-08-04;117;0;117;19
"04";"0";2020-08-04;131;0;131;13
"04";"1";2020-08-04;54;0;54;9
"04";"2";2020-08-04;77;0;77;4
"05";"0";2020-08-04;133;0;133;18
"05";"1";2020-08-04;69;0;69;8
"05";"2";2020-08-04;64;0;64;10
"06";"0";2020-08-04;783;5;783;190
"06";"1";2020-08-04;383;3;383;98
"06";"2";2020-08-04;385;2;385;91
"07";"0";2020-08-04;449;1;449;110
"07";"1";2020-08-04;218;1;218;78
"07";"2";2020-08-04;229;0;229;31
"08";"0";2020-08-04;219;0;219;60
"08";"1";2020-08-04;103;0;103;37
"08";"2";2020-08-04;114;0;114;22
"09";"0";2020-08-04;33;0;33;2
"09";"1";2020-08-04;16;0;16;2
"09";"2";2020-08-04;17;0;17;0
"10";"0";2020-08-04;632;0;632;137
"10";"1";2020-08-04;329;0;329;88
"10";"2";2020-08-04;300;0;300;49
"11";"0";2020-08-04;236;1;236;59
"11";"1";2020-08-04;124;1;124;42
"11";"2";2020-08-04;112;0;112;17
"12";"0";2020-08-04;144;1;144;24
"12";"1";2020-08-04;68;0;68;15
"12";"2";2020-08-04;76;1;76;9
"13";"0";2020-08-04;3457;10;3457;568
"13";"1";2020-08-04;1785;7;1785;320
"13";"2";2020-08-04;1642;3;1642;247
"14";"0";2020-08-04;330;1;330;85
"14";"1";2020-08-04;157;1;157;58
"14";"2";2020-08-04;173;0;173;27
"15";"0";2020-08-04;52;1;52;9
"15";"1";2020-08-04;29;1;29;6
"15";"2";2020-08-04;23;0;23;3
"16";"0";2020-08-04;61;0;61;13
"16";"1";2020-08-04;39;0;39;8
"16";"2";2020-08-04;22;0;22;5
"17";"0";2020-08-04;149;0;149;51
"17";"1";2020-08-04;83;0;83;33
"17";"2";2020-08-04;66;0;66;18
"18";"0";2020-08-04;198;0;198;85
"18";"1";2020-08-04;94;0;94;41
"18";"2";2020-08-04;103;0;103;44
"19";"0";2020-08-04;159;0;159;37
"19";"1";2020-08-04;85;0;85;28
"19";"2";2020-08-04;74;0;74;9
"21";"0";2020-08-04;955;0;955;250
"21";"1";2020-08-04;436;0;436;143
"21";"2";2020-08-04;515;0;515;107
"22";"0";2020-08-04;227;0;227;39
"22";"1";2020-08-04;106;0;106;23
"22";"2";2020-08-04;121;0;121;16
"23";"0";2020-08-04;81;1;81;14
"23";"1";2020-08-04;45;0;45;8
"23";"2";2020-08-04;36;1;36;6
"24";"0";2020-08-04;98;0;98;14
"24";"1";2020-08-04;54;0;54;7
"24";"2";2020-08-04;44;0;44;7
"25";"0";2020-08-04;641;0;641;151
"25";"1";2020-08-04;329;0;329;86
"25";"2";2020-08-04;312;0;312;64
"26";"0";2020-08-04;536;2;536;129
"26";"1";2020-08-04;289;0;289;79
"26";"2";2020-08-04;247;2;247;50
"27";"0";2020-08-04;249;0;249;85
"27";"1";2020-08-04;111;0;111;41
"27";"2";2020-08-04;137;0;137;44
"28";"0";2020-08-04;585;3;585;142
"28";"1";2020-08-04;286;2;286;71
"28";"2";2020-08-04;283;0;283;69
"29";"0";2020-08-04;191;0;191;44
"29";"1";2020-08-04;107;0;107;28
"29";"2";2020-08-04;81;0;81;16
"2A";"0";2020-08-04;144;0;144;48
"2A";"1";2020-08-04;63;0;63;27
"2A";"2";2020-08-04;81;0;81;21
"2B";"0";2020-08-04;108;0;108;11
"2B";"1";2020-08-04;59;0;59;6
"2B";"2";2020-08-04;49;0;49;5
"30";"0";2020-08-04;367;1;367;97
"30";"1";2020-08-04;189;1;189;50
"30";"2";2020-08-04;178;0;178;47
"31";"0";2020-08-04;678;5;678;73
"31";"1";2020-08-04;385;5;385;45
"31";"2";2020-08-04;292;0;292;28
"32";"0";2020-08-04;88;0;88;23
"32";"1";2020-08-04;47;0;47;14
"32";"2";2020-08-04;40;0;40;9
"33";"0";2020-08-04;976;6;976;159
"33";"1";2020-08-04;487;6;487;80
"33";"2";2020-08-04;487;0;487;79
"34";"0";2020-08-04;716;0;716;123
"34";"1";2020-08-04;363;0;363;71
"34";"2";2020-08-04;349;0;349;52
"35";"0";2020-08-04;489;9;489;88
"35";"1";2020-08-04;274;4;274;46
"35";"2";2020-08-04;213;5;213;42
"36";"0";2020-08-04;119;1;119;79
"36";"1";2020-08-04;52;1;52;42
"36";"2";2020-08-04;66;0;66;37
"37";"0";2020-08-04;361;3;361;87
"37";"1";2020-08-04;163;1;163;58
"37";"2";2020-08-04;197;2;197;29
"38";"0";2020-08-04;712;1;712;153
"38";"1";2020-08-04;342;1;342;88
"38";"2";2020-08-04;362;0;362;65
"39";"0";2020-08-04;327;0;327;60
"39";"1";2020-08-04;143;0;143;30
"39";"2";2020-08-04;183;0;183;30
"40";"0";2020-08-04;75;0;75;13
"40";"1";2020-08-04;44;0;44;7
"40";"2";2020-08-04;31;0;31;6
"41";"0";2020-08-04;306;0;306;63
"41";"1";2020-08-04;158;0;158;36
"41";"2";2020-08-04;147;0;147;27
"42";"0";2020-08-04;979;2;979;248
"42";"1";2020-08-04;499;2;499;169
"42";"2";2020-08-04;480;0;480;79
"43";"0";2020-08-04;106;0;106;18
"43";"1";2020-08-04;41;0;41;11
"43";"2";2020-08-04;65;0;65;7
"44";"0";2020-08-04;741;0;741;164
"44";"1";2020-08-04;379;0;379;99
"44";"2";2020-08-04;361;0;361;65
"45";"0";2020-08-04;635;4;635;103
"45";"1";2020-08-04;320;3;320;64
"45";"2";2020-08-04;314;1;314;39
"46";"0";2020-08-04;70;0;70;22
"46";"1";2020-08-04;35;0;35;10
"46";"2";2020-08-04;35;0;35;12
"47";"0";2020-08-04;79;1;79;11
"47";"1";2020-08-04;43;0;43;10
"47";"2";2020-08-04;36;1;36;1
"48";"0";2020-08-04;24;0;24;1
"48";"1";2020-08-04;13;0;13;1
"48";"2";2020-08-04;11;0;11;0
"49";"0";2020-08-04;637;3;637;141
"49";"1";2020-08-04;312;3;312;88
"49";"2";2020-08-04;324;0;324;53
"50";"0";2020-08-04;151;0;151;48
"50";"1";2020-08-04;78;0;78;22
"50";"2";2020-08-04;71;0;71;26
"51";"0";2020-08-04;1006;4;1006;267
"51";"1";2020-08-04;482;2;482;155
"51";"2";2020-08-04;517;2;517;111
"52";"0";2020-08-04;258;0;258;90
"52";"1";2020-08-04;128;0;128;43
"52";"2";2020-08-04;129;0;129;47
"53";"0";2020-08-04;219;2;219;46
"53";"1";2020-08-04;101;1;101;27
"53";"2";2020-08-04;117;1;117;19
"54";"0";2020-08-04;1240;1;1240;360
"54";"1";2020-08-04;605;1;605;213
"54";"2";2020-08-04;627;0;627;147
"55";"0";2020-08-04;501;0;501;103
"55";"1";2020-08-04;250;0;250;57
"55";"2";2020-08-04;251;0;251;46
"56";"0";2020-08-04;434;1;434;96
"56";"1";2020-08-04;230;1;230;60
"56";"2";2020-08-04;203;0;203;36
"57";"0";2020-08-04;2537;3;2537;844
"57";"1";2020-08-04;1276;2;1276;480
"57";"2";2020-08-04;1252;1;1252;359
"58";"0";2020-08-04;99;0;99;28
"58";"1";2020-08-04;34;0;34;16
"58";"2";2020-08-04;65;0;65;12
"59";"0";2020-08-04;2553;23;2553;668
"59";"1";2020-08-04;1266;13;1266;353
"59";"2";2020-08-04;1280;10;1280;311
"60";"0";2020-08-04;1194;5;1194;418
"60";"1";2020-08-04;580;4;580;236
"60";"2";2020-08-04;612;1;612;182
"61";"0";2020-08-04;245;2;245;40
"61";"1";2020-08-04;100;1;100;26
"61";"2";2020-08-04;144;1;144;14
"62";"0";2020-08-04;1409;10;1409;320
"62";"1";2020-08-04;676;8;676;176
"62";"2";2020-08-04;722;2;722;143
"63";"0";2020-08-04;179;0;179;43
"63";"1";2020-08-04;92;0;92;26
"63";"2";2020-08-04;87;0;87;17
"64";"0";2020-08-04;227;0;227;27
"64";"1";2020-08-04;121;0;121;20
"64";"2";2020-08-04;105;0;105;7
"65";"0";2020-08-04;157;2;157;27
"65";"1";2020-08-04;75;2;75;14
"65";"2";2020-08-04;82;0;82;13
"66";"0";2020-08-04;282;0;282;34
"66";"1";2020-08-04;124;0;124;16
"66";"2";2020-08-04;158;0;158;18
"67";"0";2020-08-04;2649;3;2649;671
"67";"1";2020-08-04;1418;3;1418;386
"67";"2";2020-08-04;1223;0;1223;284
"68";"0";2020-08-04;3005;3;3005;824
"68";"1";2020-08-04;1574;3;1574;499
"68";"2";2020-08-04;1420;0;1420;320
"69";"0";2020-08-04;3112;7;3112;664
"69";"1";2020-08-04;1487;4;1487;368
"69";"2";2020-08-04;1591;3;1591;285
"70";"0";2020-08-04;309;0;309;77
"70";"1";2020-08-04;163;0;163;51
"70";"2";2020-08-04;145;0;145;26
"71";"0";2020-08-04;784;1;784;201
"71";"1";2020-08-04;347;1;347;108
"71";"2";2020-08-04;435;0;435;93
"72";"0";2020-08-04;383;4;383;84
"72";"1";2020-08-04;185;2;185;47
"72";"2";2020-08-04;198;2;198;37
"73";"0";2020-08-04;423;0;423;73
"73";"1";2020-08-04;184;0;184;40
"73";"2";2020-08-04;239;0;239;33
"74";"0";2020-08-04;875;1;875;168
"74";"1";2020-08-04;468;1;468;111
"74";"2";2020-08-04;402;0;402;57
"75";"0";2020-08-04;6433;38;6433;1781
"75";"1";2020-08-04;3591;27;3591;1119
"75";"2";2020-08-04;2803;9;2803;655
"76";"0";2020-08-04;826;1;826;184
"76";"1";2020-08-04;400;0;400;109
"76";"2";2020-08-04;424;1;424;74
"77";"0";2020-08-04;2727;29;2727;705
"77";"1";2020-08-04;1500;20;1500;423
"77";"2";2020-08-04;1217;9;1217;282
"78";"0";2020-08-04;2338;22;2338;528
"78";"1";2020-08-04;1216;18;1216;317
"78";"2";2020-08-04;1115;4;1115;210
"79";"0";2020-08-04;68;0;68;22
"79";"1";2020-08-04;35;0;35;11
"79";"2";2020-08-04;33;0;33;11
"80";"0";2020-08-04;755;0;755;233
"80";"1";2020-08-04;362;0;362;138
"80";"2";2020-08-04;384;0;384;95
"81";"0";2020-08-04;123;1;123;23
"81";"1";2020-08-04;57;1;57;9
"81";"2";2020-08-04;66;0;66;14
"82";"0";2020-08-04;42;0;42;7
"82";"1";2020-08-04;23;0;23;7
"82";"2";2020-08-04;19;0;19;0
"83";"0";2020-08-04;1010;2;1010;140
"83";"1";2020-08-04;569;2;569;77
"83";"2";2020-08-04;439;0;439;62
"84";"0";2020-08-04;262;2;262;38
"84";"1";2020-08-04;136;1;136;27
"84";"2";2020-08-04;126;1;126;11
"85";"0";2020-08-04;268;0;268;42
"85";"1";2020-08-04;145;0;145;26
"85";"2";2020-08-04;122;0;122;16
"86";"0";2020-08-04;148;0;148;40
"86";"1";2020-08-04;80;0;80;23
"86";"2";2020-08-04;68;0;68;17
"87";"0";2020-08-04;133;0;133;25
"87";"1";2020-08-04;62;0;62;13
"87";"2";2020-08-04;70;0;70;12
"88";"0";2020-08-04;741;0;741;266
"88";"1";2020-08-04;368;0;368;154
"88";"2";2020-08-04;372;0;372;112
"89";"0";2020-08-04;390;3;390;94
"89";"1";2020-08-04;189;3;189;50
"89";"2";2020-08-04;200;0;200;43
"90";"0";2020-08-04;558;0;558;200
"90";"1";2020-08-04;302;0;302;112
"90";"2";2020-08-04;256;0;256;88
"91";"0";2020-08-04;2482;14;2482;538
"91";"1";2020-08-04;1321;10;1321;302
"91";"2";2020-08-04;1150;4;1150;233
"92";"0";2020-08-04;4563;37;4563;1093
"92";"1";2020-08-04;2477;30;2477;633
"92";"2";2020-08-04;2073;7;2073;457
"93";"0";2020-08-04;3945;22;3945;1012
"93";"1";2020-08-04;2142;15;2142;615
"93";"2";2020-08-04;1781;7;1781;393
"94";"0";2020-08-04;4460;12;4460;1212
"94";"1";2020-08-04;2292;7;2292;701
"94";"2";2020-08-04;2136;5;2136;498
"95";"0";2020-08-04;2703;7;2703;718
"95";"1";2020-08-04;1543;4;1543;448
"95";"2";2020-08-04;1153;3;1153;270
"971";"0";2020-08-04;85;0;85;17
"971";"1";2020-08-04;44;0;44;9
"971";"2";2020-08-04;41;0;41;8
"972";"0";2020-08-04;95;3;95;16
"972";"1";2020-08-04;52;2;52;12
"972";"2";2020-08-04;43;1;43;4
"973";"0";2020-08-04;1115;26;1115;42
"973";"1";2020-08-04;506;15;506;31
"973";"2";2020-08-04;608;10;608;11
"974";"0";2020-08-04;164;3;164;5
"974";"1";2020-08-04;88;2;88;2
"974";"2";2020-08-04;76;1;76;3
"976";"0";2020-08-04;424;2;424;28
"976";"1";2020-08-04;194;2;194;18
"976";"2";2020-08-04;225;0;225;10
"01";"0";2020-08-05;452;1;452;105
"01";"1";2020-08-05;229;1;229;61
"01";"2";2020-08-05;221;0;221;44
"02";"0";2020-08-05;1097;5;1097;280
"02";"1";2020-08-05;481;4;481;169
"02";"2";2020-08-05;614;1;614;109
"03";"0";2020-08-05;203;0;203;41
"03";"1";2020-08-05;85;0;85;22
"03";"2";2020-08-05;117;0;117;19
"04";"0";2020-08-05;131;0;131;13
"04";"1";2020-08-05;54;0;54;9
"04";"2";2020-08-05;77;0;77;4
"05";"0";2020-08-05;134;0;134;18
"05";"1";2020-08-05;70;0;70;8
"05";"2";2020-08-05;64;0;64;10
"06";"0";2020-08-05;783;4;783;190
"06";"1";2020-08-05;383;2;383;98
"06";"2";2020-08-05;385;2;385;91
"07";"0";2020-08-05;449;1;449;110
"07";"1";2020-08-05;218;1;218;78
"07";"2";2020-08-05;229;0;229;31
"08";"0";2020-08-05;219;0;219;60
"08";"1";2020-08-05;103;0;103;37
"08";"2";2020-08-05;114;0;114;22
"09";"0";2020-08-05;33;0;33;2
"09";"1";2020-08-05;16;0;16;2
"09";"2";2020-08-05;17;0;17;0
"10";"0";2020-08-05;632;0;632;137
"10";"1";2020-08-05;329;0;329;88
"10";"2";2020-08-05;300;0;300;49
"11";"0";2020-08-05;236;1;236;59
"11";"1";2020-08-05;124;1;124;42
"11";"2";2020-08-05;112;0;112;17
"12";"0";2020-08-05;148;1;148;24
"12";"1";2020-08-05;69;0;69;15
"12";"2";2020-08-05;79;1;79;9
"13";"0";2020-08-05;3458;10;3458;568
"13";"1";2020-08-05;1785;7;1785;320
"13";"2";2020-08-05;1643;3;1643;247
"14";"0";2020-08-05;333;1;333;85
"14";"1";2020-08-05;159;1;159;58
"14";"2";2020-08-05;174;0;174;27
"15";"0";2020-08-05;52;1;52;9
"15";"1";2020-08-05;29;1;29;6
"15";"2";2020-08-05;23;0;23;3
"16";"0";2020-08-05;61;0;61;13
"16";"1";2020-08-05;39;0;39;8
"16";"2";2020-08-05;22;0;22;5
"17";"0";2020-08-05;149;1;149;51
"17";"1";2020-08-05;83;1;83;33
"17";"2";2020-08-05;66;0;66;18
"18";"0";2020-08-05;198;0;198;85
"18";"1";2020-08-05;94;0;94;41
"18";"2";2020-08-05;103;0;103;44
"19";"0";2020-08-05;159;0;159;37
"19";"1";2020-08-05;85;0;85;28
"19";"2";2020-08-05;74;0;74;9
"21";"0";2020-08-05;955;0;955;251
"21";"1";2020-08-05;436;0;436;144
"21";"2";2020-08-05;515;0;515;107
"22";"0";2020-08-05;227;0;227;39
"22";"1";2020-08-05;106;0;106;23
"22";"2";2020-08-05;121;0;121;16
"23";"0";2020-08-05;81;1;81;14
"23";"1";2020-08-05;45;0;45;8
"23";"2";2020-08-05;36;1;36;6
"24";"0";2020-08-05;98;0;98;14
"24";"1";2020-08-05;54;0;54;7
"24";"2";2020-08-05;44;0;44;7
"25";"0";2020-08-05;641;0;641;151
"25";"1";2020-08-05;329;0;329;86
"25";"2";2020-08-05;312;0;312;64
"26";"0";2020-08-05;538;2;538;129
"26";"1";2020-08-05;290;0;290;79
"26";"2";2020-08-05;248;2;248;50
"27";"0";2020-08-05;249;0;249;85
"27";"1";2020-08-05;111;0;111;41
"27";"2";2020-08-05;137;0;137;44
"28";"0";2020-08-05;585;3;585;142
"28";"1";2020-08-05;286;2;286;71
"28";"2";2020-08-05;283;0;283;69
"29";"0";2020-08-05;192;0;192;44
"29";"1";2020-08-05;108;0;108;28
"29";"2";2020-08-05;81;0;81;16
"2A";"0";2020-08-05;144;0;144;48
"2A";"1";2020-08-05;63;0;63;27
"2A";"2";2020-08-05;81;0;81;21
"2B";"0";2020-08-05;108;0;108;11
"2B";"1";2020-08-05;59;0;59;6
"2B";"2";2020-08-05;49;0;49;5
"30";"0";2020-08-05;367;1;367;97
"30";"1";2020-08-05;189;1;189;50
"30";"2";2020-08-05;178;0;178;47
"31";"0";2020-08-05;682;5;682;73
"31";"1";2020-08-05;387;5;387;45
"31";"2";2020-08-05;294;0;294;28
"32";"0";2020-08-05;88;0;88;23
"32";"1";2020-08-05;47;0;47;14
"32";"2";2020-08-05;40;0;40;9
"33";"0";2020-08-05;975;6;975;159
"33";"1";2020-08-05;486;6;486;80
"33";"2";2020-08-05;487;0;487;79
"34";"0";2020-08-05;717;0;717;123
"34";"1";2020-08-05;364;0;364;71
"34";"2";2020-08-05;349;0;349;52
"35";"0";2020-08-05;492;6;492;88
"35";"1";2020-08-05;276;2;276;46
"35";"2";2020-08-05;214;4;214;42
"36";"0";2020-08-05;138;1;138;79
"36";"1";2020-08-05;58;1;58;42
"36";"2";2020-08-05;79;0;79;37
"37";"0";2020-08-05;361;3;361;87
"37";"1";2020-08-05;163;1;163;58
"37";"2";2020-08-05;197;2;197;29
"38";"0";2020-08-05;712;1;712;153
"38";"1";2020-08-05;342;1;342;88
"38";"2";2020-08-05;362;0;362;65
"39";"0";2020-08-05;327;0;327;60
"39";"1";2020-08-05;143;0;143;30
"39";"2";2020-08-05;183;0;183;30
"40";"0";2020-08-05;76;0;76;13
"40";"1";2020-08-05;44;0;44;7
"40";"2";2020-08-05;32;0;32;6
"41";"0";2020-08-05;306;0;306;63
"41";"1";2020-08-05;158;0;158;36
"41";"2";2020-08-05;147;0;147;27
"42";"0";2020-08-05;979;2;979;248
"42";"1";2020-08-05;499;2;499;169
"42";"2";2020-08-05;480;0;480;79
"43";"0";2020-08-05;106;0;106;18
"43";"1";2020-08-05;41;0;41;11
"43";"2";2020-08-05;65;0;65;7
"44";"0";2020-08-05;743;0;743;164
"44";"1";2020-08-05;379;0;379;99
"44";"2";2020-08-05;363;0;363;65
"45";"0";2020-08-05;635;4;635;103
"45";"1";2020-08-05;320;3;320;64
"45";"2";2020-08-05;314;1;314;39
"46";"0";2020-08-05;70;0;70;22
"46";"1";2020-08-05;35;0;35;10
"46";"2";2020-08-05;35;0;35;12
"47";"0";2020-08-05;79;1;79;11
"47";"1";2020-08-05;43;0;43;10
"47";"2";2020-08-05;36;1;36;1
"48";"0";2020-08-05;24;0;24;1
"48";"1";2020-08-05;13;0;13;1
"48";"2";2020-08-05;11;0;11;0
"49";"0";2020-08-05;639;3;639;141
"49";"1";2020-08-05;312;3;312;88
"49";"2";2020-08-05;326;0;326;53
"50";"0";2020-08-05;152;0;152;48
"50";"1";2020-08-05;79;0;79;22
"50";"2";2020-08-05;71;0;71;26
"51";"0";2020-08-05;1007;5;1007;267
"51";"1";2020-08-05;482;2;482;155
"51";"2";2020-08-05;518;3;518;111
"52";"0";2020-08-05;258;0;258;90
"52";"1";2020-08-05;128;0;128;43
"52";"2";2020-08-05;129;0;129;47
"53";"0";2020-08-05;219;2;219;46
"53";"1";2020-08-05;101;1;101;27
"53";"2";2020-08-05;117;1;117;19
"54";"0";2020-08-05;1241;1;1241;361
"54";"1";2020-08-05;607;1;607;213
"54";"2";2020-08-05;626;0;626;148
"55";"0";2020-08-05;502;0;502;103
"55";"1";2020-08-05;250;0;250;57
"55";"2";2020-08-05;252;0;252;46
"56";"0";2020-08-05;434;1;434;96
"56";"1";2020-08-05;230;1;230;60
"56";"2";2020-08-05;203;0;203;36
"57";"0";2020-08-05;2537;3;2537;844
"57";"1";2020-08-05;1276;2;1276;480
"57";"2";2020-08-05;1252;1;1252;359
"58";"0";2020-08-05;99;0;99;28
"58";"1";2020-08-05;34;0;34;16
"58";"2";2020-08-05;65;0;65;12
"59";"0";2020-08-05;2570;22;2570;668
"59";"1";2020-08-05;1277;12;1277;353
"59";"2";2020-08-05;1286;10;1286;311
"60";"0";2020-08-05;1196;5;1196;418
"60";"1";2020-08-05;581;4;581;236
"60";"2";2020-08-05;613;1;613;182
"61";"0";2020-08-05;246;2;246;40
"61";"1";2020-08-05;101;1;101;26
"61";"2";2020-08-05;144;1;144;14
"62";"0";2020-08-05;1410;10;1410;320
"62";"1";2020-08-05;676;8;676;176
"62";"2";2020-08-05;723;2;723;143
"63";"0";2020-08-05;179;0;179;43
"63";"1";2020-08-05;92;0;92;26
"63";"2";2020-08-05;87;0;87;17
"64";"0";2020-08-05;227;0;227;27
"64";"1";2020-08-05;121;0;121;20
"64";"2";2020-08-05;105;0;105;7
"65";"0";2020-08-05;158;2;158;27
"65";"1";2020-08-05;75;2;75;14
"65";"2";2020-08-05;83;0;83;13
"66";"0";2020-08-05;282;0;282;34
"66";"1";2020-08-05;124;0;124;16
"66";"2";2020-08-05;158;0;158;18
"67";"0";2020-08-05;2649;3;2649;671
"67";"1";2020-08-05;1418;3;1418;386
"67";"2";2020-08-05;1223;0;1223;284
"68";"0";2020-08-05;3005;3;3005;825
"68";"1";2020-08-05;1574;3;1574;500
"68";"2";2020-08-05;1420;0;1420;320
"69";"0";2020-08-05;3116;8;3116;664
"69";"1";2020-08-05;1490;5;1490;368
"69";"2";2020-08-05;1592;3;1592;285
"70";"0";2020-08-05;309;0;309;77
"70";"1";2020-08-05;163;0;163;51
"70";"2";2020-08-05;145;0;145;26
"71";"0";2020-08-05;785;1;785;201
"71";"1";2020-08-05;348;1;348;108
"71";"2";2020-08-05;435;0;435;93
"72";"0";2020-08-05;388;3;388;85
"72";"1";2020-08-05;188;2;188;47
"72";"2";2020-08-05;200;1;200;38
"73";"0";2020-08-05;423;0;423;73
"73";"1";2020-08-05;184;0;184;40
"73";"2";2020-08-05;239;0;239;33
"74";"0";2020-08-05;877;1;877;168
"74";"1";2020-08-05;470;1;470;111
"74";"2";2020-08-05;402;0;402;57
"75";"0";2020-08-05;6442;35;6442;1783
"75";"1";2020-08-05;3594;26;3594;1120
"75";"2";2020-08-05;2809;7;2809;656
"76";"0";2020-08-05;826;1;826;184
"76";"1";2020-08-05;400;0;400;109
"76";"2";2020-08-05;424;1;424;74
"77";"0";2020-08-05;2731;28;2731;706
"77";"1";2020-08-05;1502;20;1502;423
"77";"2";2020-08-05;1219;8;1219;283
"78";"0";2020-08-05;2340;21;2340;528
"78";"1";2020-08-05;1217;17;1217;317
"78";"2";2020-08-05;1116;4;1116;210
"79";"0";2020-08-05;68;0;68;22
"79";"1";2020-08-05;35;0;35;11
"79";"2";2020-08-05;33;0;33;11
"80";"0";2020-08-05;755;1;755;233
"80";"1";2020-08-05;362;0;362;138
"80";"2";2020-08-05;384;1;384;95
"81";"0";2020-08-05;123;1;123;23
"81";"1";2020-08-05;57;1;57;9
"81";"2";2020-08-05;66;0;66;14
"82";"0";2020-08-05;43;0;43;7
"82";"1";2020-08-05;23;0;23;7
"82";"2";2020-08-05;20;0;20;0
"83";"0";2020-08-05;1013;2;1013;140
"83";"1";2020-08-05;571;2;571;77
"83";"2";2020-08-05;440;0;440;62
"84";"0";2020-08-05;262;2;262;38
"84";"1";2020-08-05;136;1;136;27
"84";"2";2020-08-05;126;1;126;11
"85";"0";2020-08-05;269;0;269;42
"85";"1";2020-08-05;145;0;145;26
"85";"2";2020-08-05;123;0;123;16
